< test(1) >
184 844 475
859 904 76
666 879 916
987 504 542
122 401 6
858 814 621
224 436 403
719 25 846
132 720 783
590 947 426
483 840 600
32 700 726
802 953 975
845 719 103
94 717 333
678 642 559
598 955 316
665 938 946
99 334 297
294 527 922
918 672 660
130 755 310
296 660 641
86 224 644
200 393 128
408 835 240
527 642 810
414 313 176
488 73 684
355 654 688
738 255 79
599 755 473
818 727 196
432 695 563
728 272 960
626 857 719
478 418 870
623 39 767
9 632 72
297 318 139
570 616 37
18 329 466
601 11 247
469 691 893
39 472 351
154 120 55
426 240 362
122 943 252
788 806 264
10 718 345
253 387 215
561 790 243
612 871 457
588 308 298
424 668 581
979 523 113
97 158 399
529 717 278
133 712 3
378 164 273
77 496 495
353 717 225
838 764 113
830 622 926
747 526 493
49 528 344
412 174 906
247 90 675
802 483 333
454 501 538
54 515 469
635 708 392
486 116 998
895 562 700
37 699 892
380 543 921
309 555 540
713 461 230
122 444 539
569 605 732
510 976 379
848 307 40
800 607 838
846 851 136
702 347 460
275 82 580
532 742 156
135 248 464
437 199 970
590 737 616
726 759 823
729 796 993
620 446 582
166 658 910
571 521 239
309 530 938
670 20 225
750 485 156
977 948 392
907 244 272
489 129 281
40 497 782
103 852 159
671 819 948
652 309 596
87 180 604
353 611 684
391 761 255
794 127 143
387 581 480
853 893 469
437 744 61
14 902 31
613 93 35
294 889 723
349 223 805
827 904 683
436 151 255
19 821 380
905 184 417
743 234 530
868 98 267
674 97 158
313 111 483
79 867 53
782 92 222
997 744 554
172 864 418
935 242 779
165 278 171
868 363 629
711 559 645
295 847 510
529 860 911
341 338 955
846 846 13
204 577 202
799 452 706
621 515 775
168 884 357
695 1 998
171 73 959
387 783 629
652 582 836
377 857 685
840 732 775
367 809 843
648 337 903
494 992 741
129 245 841
428 487 782
968 384 976
407 961 298
254 285 390
312 284 597
224 383 517
148 673 714
861 802 896
318 185 470
833 663 64
811 571 52
425 977 872
808 744 88
200 165 220

------ INPUT END --------
------ ANSWER START -----
204024

------ ANSWER END -------
< test(45) >
------ INPUT START ------
312
378 263 800
163 191 105
277 381 823
549 300 381
273 634 9
280 329 670
636 794 819
680 381 429
952 613 844
276 101 802
578 670 805
375 158 126
221 781 849
115 510 454
617 210 339
872 355 868
858 748 914
606 23 962
148 568 309
966 691 65
376 853 813
85 180 919
321 708 850
415 941 37
596 840 740
37 874 443
469 485 522
418 968 812
528 979 559
439 297 688
976 844 213
253 674 138
282 355 836
141 847 909
219 243 985
535 695 324
304 321 220
577 851 96
46 103 475
582 138 740
256 504 139
682 123 202
593 466 134
186 906 812
277 210 621
25 459 517
288 620 778
844 839 969
302 88 29
128 825 495
984 11 116
400 286 14
168 744 242
838 863 415
930 207 708
33 83 499
783 255 867
212 690 440
378 978 562
177 568 221
805 1 949
95 168 392
398 900 334
159 704 493
226 645 205
287 129 206
526 883 147
682 999 786
892 575 839
677 80 645
492 589 751
555 29 358
524 143 134
67 4 302
389 262 886
546 797 308
736 428 309
424 519 170
869 436 278
246 95 902
389 592 116
433 884 275
833 698 986
913 367 53
83 790 708
436 361 426
56 663 509
344 296 509
24 606 93
258 953 561
525 914 712
482 920 869
543 849 816
190 110 409
773 231 555
940 74 414
47 159 247
459 43 637
107 673 265
552 158 968
201 940 638
719 373 777
925 365 48
434 327 805
80 433 729
929 446 842
861 676 874
561 1 852
152 151 985
780 146 901
783 773 192
969 511 240
244 406 926
953 963 561
912 184 584
286 874 959
252 563 387
362 999 244
782 534 608
986 952 974
795 402 845
677 564 30
290 100 4
703 141 26
255 490 59
223 160 712
642 391 683
121 549 299
327 413 374
968 351 362
458 35 735
969 642 909
857 64 857
550 742 351
306 569 272
232 737 437
61 511 547
990 863 729
744 712 870
896 785 817
117 724 535
613 742 642
328 727 770
469 968 935
558 930 152
562 557 96
696 15 428
610 269 481
470 513 651
539 283 997
771 882 814
708 893 272
899 703 679
811 263 439
602 503 162
620 594 727
73 366 352
464 786 652
129 706 971
966 207 872
273 107 102
72 555 627
206 696 964
97 274 831
395 135 597
284 637 412
884 801 925
789 109 403
779 237 622
977 218 989
966 672 315
847 309 60
203 81 291
250 873 985
960 951 599
762 971 406
648 867 243
990 829 760
932 89 495
97 100 10
800 259 247
260 930 607
484 447 441
202 411 934
433 61 314
862 655 220
87 88 543
105 712 487
7 770 457
186 262 847
155 910 970
772 681 914
869 119 62
863 534 167
977 427 518
827 303 457
154 238 997
630 188 485
176 343 564
978 782 399
296 597 233
748 794 409
184 793 825
393 738 153
782 68 355
919 323 740
432 288 263
788 284 423
70 661 113
680 78 245
610 379 246
349 571 358
770 846 804
763 31 617
288 600 689
259 31 183
537 548 943
435 644 552
871 753 252
256 204 607
107 158 949
49 742 2
478 19 235
827 636 459
181 303 869
316 94 789
676 552 229
236 666 292
400 278 538
62 560 394
875 397 407
865 473 115
855 841 917
309 969 704
148 354 68
413 468 169
49 966 113
700 141 247
519 808 306
257 414 731
961 44 81
775 114 274
884 359 10
849 114 536
510 497 543
546 126 20
207 747 137
130 451 194
956 987 787
284 712 401
968 523 73
115 57 299
188 580 414
280 403 117
568 580 136
669 711 793
121 709 198
748 792 724
40 150 910
998 40 316
213 283 809
903 761 700
714 512 911
592 383 992
277 824 305
752 150 460
81 2 442
251 757 176
681 861 594
517 798 86
902 474 604
138 537 37
684 948 689
211 931 359
202 279 790
60 787 619
545 234 945
558 318 504
654 12 60
448 297 632
172 944 742
593 223 665
161 614 20
583 415 358
857 813 984
522 990 989
632 129 187
927 373 466
581 236 727
327 375 969
206 343 569
348 662 984
919 49 527
163 541 997
427 47 680
502 660 102
66 335 801
433 241 710
214 237 887
613 97 37
723 678 460
603 709 902
248 244 429
481 844 590
454 152 164
727 318 957
410 786 582
487 696 428
698 657 562
585 194 813
557 83 30
764 723 565

------ INPUT END --------
------ ANSWER START -----
216745

------ ANSWER END -------
< test(46) >
------ INPUT START ------
116
957 918 559
804 948 851
975 347 805
430 602 946
472 559 335
320 165 176
675 609 273
50 956 659
848 593 602
391 871 782
982 658 130
136 993 383
816 112 71
4 835 385
509 834 626
680 482 367
962 805 777
816 714 831
830 618 482
749 235 991
334 128 497
657 164 907
926 858 462
909 805 876
692 461 47
832 413 827
132 266 930
924 454 650
728 43 17
374 384 911
642 827 261
609 415 879
583 653 556
298 234 814
889 737 987
608 997 42
240 217 706
382 299 544
324 911 592
576 42 852
173 852 828
57 674 483
371 311 671
795 960 323
308 673 801
661 189 500
731 389 933
13 366 327
183 415 942
585 660 572
602 841 30
577 447 709
845 107 357
568 788 715
474 849 663
322 211 581
257 313 777
975 20 784
14 720 65
628 862 749
538 377 97
513 449 364
309 110 254
575 169 100
139 437 258
891 985 194
937 110 196
743 753 820
524 942 285
426 169 690
345 118 441
666 398 775
933 386 375
428 7 309
961 947 909
230 595 203
716 155 218
881 498 578
509 855 786
981 63 740
717 815 935
526 384 700
75 877 853
688 730 215
984 932 447
915 316 398
326 458 799
832 62 851
557 598 960
640 970 809
248 348 929
43 636 174
237 796 838
861 733 296
427 533 833
288 905 959
515 378 120
646 353 603
195 52 287
137 559 484
674 455 911
268 178 594
815 209 236
78 400 515
130 361 657
616 562 185
184 486 164
272 947 909
289 756 17
113 42 683
543 366 524
386 759 463
793 868 588
496 652 28
826 867 157
801 123 673

------ INPUT END --------
------ ANSWER START -----
85910

------ ANSWER END -------
< test(47) >
------ INPUT START ------
119
845 46 227
194 47 166
185 601 484
473 99 596
34 839 83
749 741 938
344 761 881
850 895 579
818 248 571
238 143 907
913 932 919
620 398 233
909 427 509
12 580 849
364 310 951
5 206 846
252 587 988
151 10 379
56 41 369
705 587 786
436 375 476
565 745 869
397 475 676
709 885 845
413 505 286
983 787 357
500 859 189
214 951 897
565 492 146
741 247 123
495 829 924
411 888 847
759 893 582
272 784 692
682 610 781
496 591 784
876 850 543
182 159 624
291 838 186
311 684 877
28 380 825
63 672 836
559 662 910
840 955 488
425 743 825
494 115 358
874 727 167
961 589 31
194 374 603
977 994 747
634 282 965
525 502 3
850 967 715
55 161 825
76 639 91
849 126 719
684 49 868
742 225 392
680 919 750
587 652 878
419 532 753
945 802 976
922 157 991
930 232 486
150 267 489
480 508 977
14 201 564
914 470 134
437 687 897
949 32 555
618 834 711
259 657 396
879 831 252
277 726 70
130 65 679
990 939 223
896 551 350
748 470 748
257 980 680
922 654 720
579 304 476
526 270 646
47 964 674
317 684 651
354 725 422
218 897 912
386 292 449
822 509 1000
386 934 443
573 831 492
205 390 117
706 185 450
926 388 463
962 428 172
617 515 131
966 154 750
975 277 732
239 116 518
974 161 996
458 103 347
243 43 519
416 38 326
614 447 307
724 47 460
73 568 640
368 759 41
177 655 980
297 5 718
809 769 29
42 630 755
973 715 747
524 759 166
728 804 791
453 252 293
381 195 665
656 985 995
178 448 539
838 599 140
535 270 406

------ INPUT END --------
------ ANSWER START -----
86329

------ ANSWER END -------
< test(48) >
------ INPUT START ------
832
696 732 177
769 916 649
481 297 992
297 739 339
879 695 830
850 775 122
9 164 808
403 142 560
706 571 87
871 428 982
495 605 527
436 412 568
530 719 65
498 211 263
173 512 463
554 740 876
48 411 385
168 113 650
808 387 20
980 41 818
633 633 658
682 658 596
208 952 346
583 23 464
202 573 333
26 744 565
271 939 447
701 434 192
101 966 340
530 49 976
968 999 637
42 675 742
690 797 644
282 185 411
919 467 973
276 334 365
310 877 306
589 543 566
592 251 368
574 750 619
924 519 460
825 554 306
940 553 157
205 720 258
141 115 735
633 572 262
222 857 472
122 186 403
2 79 858
417 590 198
756 664 384
170 352 210
818 287 606
233 453 807
60 134 302
461 184 705
508 416 345
750 603 869
739 816 347
54 145 477
750 165 132
506 702 304
34 736 850
646 759 617
615 366 911
909 452 896
168 900 878
930 775 638
819 467 953
265 969 425
936 230 674
920 213 870
614 350 735
796 7 656
112 133 580
930 872 124
869 492 584
195 742 13
520 661 862
42 540 481
499 16 16
274 217 817
988 165 724
696 545 914
145 936 69
192 483 438
929 298 832
693 269 681
583 307 783
777 856 37
307 906 632
765 27 331
422 506 340
302 151 893
468 587 235
905 642 523
693 96 983
900 334 986
236 33 636
260 96 549
607 774 494
774 898 799
532 462 543
660 473 123
970 431 849
818 545 651
585 311 986
14 745 818
335 357 601
617 787 12
377 3 769
599 825 822
108 230 765
51 954 251
413 207 504
626 74 447
706 835 158
680 772 628
895 51 387
540 24 806
768 144 757
828 505 737
214 654 405
943 975 219
181 751 426
424 58 924
909 710 458
852 305 544
264 62 232
604 948 719
179 788 322
464 396 856
620 869 928
924 414 127
730 437 715
997 353 146
965 717 542
156 541 742
129 520 530
745 422 566
728 476 407
297 828 86
635 288 469
208 817 294
453 600 67
40 832 143
245 235 80
472 608 464
269 402 426
311 280 198
363 776 878
216 721 432
421 677 992
970 421 630
815 605 697
676 783 738
904 263 649
16 147 137
135 480 138
406 30 14
26 725 730
712 111 186
548 25 457
656 715 426
72 712 259
874 925 381
369 148 572
156 634 75
55 563 694
130 497 944
304 210 885
389 814 691
414 864 487
656 790 902
485 208 363
757 139 343
515 805 955
719 685 775
176 615 657
111 311 92
703 314 871
414 324 883
106 359 350
500 661 205
772 534 267
441 255 195
788 50 708
269 511 193
917 750 751
193 412 728
100 793 408
342 741 276
310 100 627
428 372 84
712 179 43
476 829 586
593 280 392
78 855 905
236 536 703
412 379 593
424 180 542
618 95 618
235 791 48
393 925 854
705 137 230
292 313 176
182 971 895
684 708 420
376 258 214
605 645 240
185 753 76
337 191 741
995 278 861
609 416 52
815 622 157
432 32 342
402 219 196
527 447 730
953 364 269
679 791 349
200 125 855
123 301 193
351 823 35
830 608 520
429 638 722
407 818 580
660 564 123
160 704 219
125 818 431
668 659 121
86 626 518
439 634 166
732 384 964
76 461 345
604 489 953
604 902 541
577 574 380
181 219 852
197 785 384
977 489 418
440 252 198
275 14 284
50 418 861
17 55 996
176 792 671
556 368 969
172 402 118
116 256 918
841 521 600
142 774 895
843 150 517
752 182 553
546 139 218
869 21 602
696 179 649
168 118 547
201 729 633
657 286 781
979 934 786
165 394 515
570 193 22
150 612 380
761 545 6
793 213 348
581 389 433
466 971 422
82 666 842
549 364 355
295 818 665
910 278 755
34 596 484
19 72 380
860 821 932
180 845 267
605 410 239
187 598 165
621 390 1
557 25 116
740 842 248
966 59 849
841 271 755
240 924 514
651 6 499
827 312 282
126 292 340
133 885 907
258 972 404
928 299 954
371 491 879
313 491 713
738 833 529
223 266 715
276 110 232
928 539 744
809 125 981
668 538 209
476 603 71
801 297 180
158 133 68
62 431 63
774 191 251
877 861 222
407 913 436
121 478 842
641 60 644
319 986 198
855 590 921
624 746 659
87 480 199
627 583 326
102 4 137
811 80 640
289 299 971
374 75 395
827 496 459
868 300 467
822 183 826
988 288 76
760 710 590
650 764 649
295 954 185
546 912 81
773 471 197
52 307 192
802 867 408
289 929 146
333 768 447
444 865 105
980 410 191
943 22 571
538 996 713
770 556 869
42 708 461
169 902 822
989 442 594
949 83 595
339 204 264
18 934 483
522 795 517
597 265 10
981 652 821
350 984 105
519 906 990
714 606 115
391 148 182
799 33 567
983 113 119
419 807 606
899 839 371
67 816 57
468 526 516
77 837 977
265 458 559
515 110 461
465 20 962
596 632 327
821 540 16
768 315 858
9 361 804
141 129 229
266 506 664
318 478 813
818 309 749
677 521 634
755 641 600
754 424 498
659 147 782
782 440 569
334 152 136
852 663 463
840 74 670
422 381 203
887 469 558
446 697 711
404 331 995
985 568 126
437 5 923
384 181 477
341 727 386
5 900 55
835 119 185
204 652 613
139 340 382
148 727 474
710 620 977
495 482 336
367 969 943
318 657 388
259 618 1000
808 111 102
662 866 957
887 904 961
569 291 271
87 209 82
135 447 261
505 346 295
384 126 51
192 580 933
756 789 41
696 73 645
247 828 243
714 526 984
988 92 747
17 323 254
178 955 682
31 108 291
714 640 550
605 10 317
820 440 177
581 857 611
94 373 504
423 91 473
312 899 968
209 78 911
929 175 371
642 954 50
386 474 986
148 857 868
124 882 832
657 264 867
214 437 115
628 697 535
214 844 335
8 354 504
45 407 595
464 813 219
835 680 206
973 499 212
111 427 238
966 836 626
771 285 524
817 110 841
489 923 935
830 683 381
95 553 859
622 833 992
753 986 563
278 106 490
856 762 787
280 664 958
624 373 695
69 450 769
464 158 914
964 980 353
350 632 104
209 880 959
982 452 130
690 888 943
490 242 201
617 680 467
237 538 583
44 627 314
787 204 391
490 340 365
523 993 661
339 131 730
381 343 213
588 594 730
956 744 953
913 596 890
431 333 213
592 609 391
34 751 479
577 155 176
707 698 755
343 15 580
587 355 851
762 224 129
185 776 978
44 607 362
346 588 426
480 862 146
49 292 738
153 375 569
689 51 394
422 934 384
523 19 228
873 896 747
302 845 505
44 881 840
260 555 176
718 758 813
643 685 624
251 693 275
899 512 268
807 843 486
718 595 116
383 69 475
293 202 700
222 709 758
11 472 431
63 552 984
634 662 251
90 851 6
81 154 249
329 449 852
774 233 753
56 861 778
371 667 821
96 667 403
144 963 431
701 624 340
626 609 112
559 624 246
160 113 20
83 842 534
322 690 770
439 348 892
386 396 146
826 419 853
750 278 948
79 578 749
173 942 721
257 987 264
488 968 499
736 397 123
138 432 306
169 213 197
326 886 334
394 877 110
300 849 49
236 509 69
787 65 265
301 534 576
695 813 39
394 450 180
946 786 816
408 984 794
339 906 692
76 387 609
986 588 421
810 946 835
122 601 363
614 889 51
655 364 711
724 200 231
846 933 430
679 224 737
277 839 367
357 411 37
469 185 769
517 66 526
213 844 552
236 938 636
456 625 221
223 606 398
436 792 700
298 712 803
583 383 699
507 382 318
120 437 885
155 999 544
468 515 169
180 152 754
176 520 242
286 138 190
414 248 523
965 410 272
964 474 574
184 236 34
613 932 628
62 999 594
872 327 932
583 658 974
239 645 984
397 883 169
23 118 652
345 604 748
280 138 782
111 206 373
894 997 274
373 322 171
350 78 126
109 843 178
928 292 9
116 716 541
683 90 448
635 824 852
610 953 120
424 682 667
963 332 943
521 422 339
419 525 448
611 807 756
326 488 261
808 465 650
40 581 132
990 70 245
31 443 938
255 568 932
531 214 973
537 928 244
638 173 397
214 607 770
170 28 187
406 363 6
957 612 385
62 13 330
467 203 525
537 168 86
916 127 658
651 480 68
647 784 874
249 907 762
10 571 380
695 794 510
937 412 590
737 645 443
960 599 874
992 802 608
957 434 447
818 883 983
270 882 283
335 646 310
621 630 213
691 665 837
216 13 387
542 663 968
996 531 610
726 414 511
75 423 266
548 137 105
945 514 467
695 274 949
807 774 708
651 38 959
656 214 659
434 92 775
365 77 43
69 449 293
435 911 278
411 267 76
890 839 34
214 580 606
981 876 104
631 865 500
258 87 317
920 167 161
365 77 385
850 316 538
421 815 43
309 152 412
214 751 680
936 452 254
762 907 347
475 79 260
928 293 247
572 753 274
914 930 141
654 804 230
433 770 18
537 902 790
3 354 367
453 649 297
978 245 384
526 856 882
300 320 609
802 577 826
767 172 726
294 561 26
770 515 689
330 90 264
862 158 827
544 577 754
499 384 704
611 173 33
536 596 51
71 396 917
178 529 801
201 463 210
204 578 28
12 281 476
975 433 251
145 512 1000
24 665 219
240 3 539
710 292 539
8 818 112
190 473 113
248 530 192
116 699 565
614 235 240
603 333 637
51 419 362
575 309 588
508 626 463
541 235 266
255 611 115
822 932 961
771 952 810
240 670 197
358 332 762
605 400 557
743 510 650
843 914 469
451 753 825
955 320 337
969 618 563
617 95 989
818 890 353
31 296 738
698 907 834
945 386 141
596 852 390
363 828 891
831 129 886
545 798 422
97 964 902
847 674 974
318 838 950
199 6 110
833 452 316
380 746 975
32 862 948
475 163 578
170 358 241
17 169 519
558 647 442
262 900 419
535 376 150
138 881 402
415 131 562
617 377 848
171 359 199
391 346 395
971 102 120
693 62 380
487 426 731
206 255 155
92 348 153
389 499 742
203 541 260
620 661 806
885 118 775
182 655 225
758 595 153
826 65 762
288 864 993
371 170 261
882 129 519
28 642 355
715 122 368
55 635 73
920 652 183
664 495 582
914 384 971
278 401 274
260 599 183
934 734 817
552 415 463
642 336 291
109 477 795
341 274 939
670 820 209
489 705 216
852 712 647
613 472 796
836 403 594
704 222 622
383 454 176
